,出发地 , 目的地,价格 ,节省,路线名,酒店,房间,去程航司,去程方式,去程时间,回程航司,回程方式 ,回程时间
358,沈阳,厦门,1676,458,沈阳-厦门3天2晚 | 入住厦门曾墅度假庭院 + 海南航空/深圳航空往返机票,厦门曾墅度假庭院 经济型 4.9分/5分,榻榻米大床房 大床 不含早 1间2晚,海南航空 HU7048,直飞,14:15-17:45,深圳航空 ZH9706,经停,09:55-15:10
359,北京,沈阳,1737,478,北京-沈阳3天2晚 | 入住沈阳三隆中天酒店 + 南方航空往返机票,沈阳三隆中天酒店 高档型 4.4分/5分,标准间(空气清新房去哪... 大/双床 双早 1间2晚,南方航空 CZ6110,直飞,22:10-23:40,南方航空 CZ6532,直飞,22:45-00:25
360,深圳,大理,2651,808,深圳-大理3天2晚 | 入住大理古城水云驿栈博爱路店 + 东方航空往返机票,大理古城水云驿栈博爱路店 经济型 4.7分/5分,双人标准间-手机专享 双床 不含早 1间2晚,东方航空 MU5760,经停,13:20-17:55,东方航空 MU5763,经停,18:20-00:10
361,天津,武汉,1285,364,天津-武汉3天2晚 | 入住武汉宏富达商务酒店 + 南方航空/天津航空往返机票,武汉宏富达商务酒店 舒适型 4.0分/5分,高级大床间 大床 不含早 1间2晚,南方航空 CZ3167,直飞,19:05-21:00,天津航空 GS7860,直飞,22:45-00:40
362,青岛,哈尔滨,1185,370,青岛-哈尔滨3天2晚 | 入住哈尔滨商大酒店 + 福州/东方航空往返机票,哈尔滨商大酒店 3.9分/5分,标准间[含早](双床) 双床 双早 1间2晚,福州 FU6658,直飞,22:20-00:20,东方航空 MU5518,直飞,08:35-10:35
363,西安,西双版纳,2745,694,西安-西双版纳3天2晚 | 入住西双版纳如沐阳光客栈 + 东方航空往返机票,西双版纳如沐阳光客栈 经济型 4.8分/5分,独立阳台观景大床房-包... 大床 双早 1间2晚,东方航空 MU5724,经停,17:35-22:40,东方航空 MU5723,经停,11:20-16:25
364,济南,大连,1086,328,济南-大连3天2晚 | 入住大连香洲大饭店 + 山东航空/厦门航空往返机票,大连香洲大饭店 4.2分/5分,标准间[无早](大床) 大床 不含早 1间2晚,山东航空 SC4916,直飞,19:45-20:50,厦门航空 MF8042,直飞,13:10-14:20
365,南京,三亚,2567,614,南京-三亚3天2晚 | 入住三亚湾海居铂尔曼度假酒店 + 首都航空往返机票,三亚湾海居铂尔曼度假酒店 豪华型 4.6分/5分,行政全海景房(今日特惠... 大/双床 双早 1间2晚,首都航空 JD5126,直飞,11:05-14:10,首都航空 JD5125,直飞,06:20-09:30
366,南京,西宁,2110,458,南京-西宁3天2晚 | 入住西宁盐湖海润大酒店 + 海南航空/东方航空往返机票,西宁盐湖海润大酒店 舒适型 3.6分/5分,高级标准间[双早](双... 双床 双早 1间2晚,海南航空 HU7592,经停,16:55-21:20,东方航空 MU2760,经停,12:50-17:10
367,成都,沈阳,2124,542,成都-沈阳3天2晚 | 入住沈阳三隆春天酒店 + 南方航空/成都航空往返机票,沈阳三隆春天酒店 高档型 4.5分/5分,标准双床间(空气清新房... 双床 不含早 1间2晚,南方航空 CZ6439,经停,10:20-15:30,成都航空 EU2766,经停,20:10-01:55
368,济南,北京,1691,402,济南-北京3天2晚 | 入住北京新世贸大酒店 + 山东航空往返机票,北京新世贸大酒店 舒适型 4.1分/5分,舒适大床房[无早] 大床 不含早 1间2晚,山东航空 SC1151,直飞,11:00-12:05,山东航空 SC1152,直飞,19:20-20:25
369,上海,长沙,1098,340,上海-长沙3天2晚 | 入住长沙浮乐德国际商旅酒店 + 南方航空/吉祥航空往返机票,长沙浮乐德国际商旅酒店 舒适型 4.5分/5分,标准双人间(双床) 双床 不含早 1间2晚,南方航空 CZ3970,直飞,21:20-23:20,吉祥航空 HO1072,直飞,21:25-23:20
370,成都,沈阳,1961,558,成都-沈阳3天2晚 | 入住沈阳顺风宾馆 + 南方航空/成都航空往返机票,沈阳顺风宾馆 舒适型 4.3分/5分,标准双床房 双床 单早 1间2晚,南方航空 CZ6439,经停,10:20-15:30,成都航空 EU2766,经停,20:10-01:55
371,北京,青岛,909,330,北京-青岛3天2晚 | 入住青岛盛泰德大酒店 + 青岛航/首都航空往返机票,青岛盛泰德大酒店 舒适型 4.3分/5分,经济大床房(无窗)-即... 大床 不含早 1间2晚,青岛航 QW9782,直飞,23:00-00:30,首都航空 JD5568,直飞,22:15-23:45
372,深圳,呼和浩特,2097,604,深圳-呼和浩特3天2晚 | 入住呼和浩特力信国际酒店 + 东方航空/深圳航空往返...,呼和浩特力信国际酒店 高档型 4.5分/5分,商务标准间(乐享旅程)... 双床 不含早 1间2晚,东方航空 MU2877,经停,11:05-17:00,深圳航空 ZH9128,经停,13:55-18:40
373,广州,大理,2840,860,广州-大理3天2晚 | 入住大理古城巴适吧客栈 + 东方航空往返机票,大理古城巴适吧客栈 经济型 4.8分/5分,家庭房-手机专享 大/双床 不含早 1间2晚,东方航空 MU5740,经停,07:35-12:40,东方航空 MU5737,经停,13:30-17:45
374,厦门,北京,1622,364,厦门-北京3天2晚 | 入住北京骏马国际酒店 + 联合航空/山东航空往返机票,北京骏马国际酒店 豪华型 4.5分/5分,标准双床间[无早](今... 双床 不含早 1间2晚,联合航空 KN5926,直飞,11:25-14:10,山东航空 SC1152,经停,19:20-23:25
375,广州,天津,1678,428,广州-天津3天2晚 | 入住麗枫酒店天津开发区金融街店 + 奥凯航空/海南航空往...,麗枫酒店天津开发区金融街店 舒适型 4.6分/5分,豪华大床房 大床 不含早 1间2晚,奥凯航空 BK2787,直飞,06:55-10:00,海南航空 HU7201,直飞,20:15-23:25
376,南京,三亚,1819,478,南京-三亚3天2晚 | 入住三亚柏瑞精品海景酒店 + 首都航空往返机票,三亚柏瑞精品海景酒店 豪华型 4.4分/5分,豪华市景房 大/双床 双早 1间2晚,首都航空 JD5126,直飞,11:05-14:10,首都航空 JD5125,直飞,06:20-09:30
377,北京,银川,949,332,北京-银川3天2晚 | 入住麗枫酒店银川北门旅游汽车站店 + 中国国航/山东航空...,麗枫酒店银川北门旅游汽车站店 舒适型 4.4分/5分,住A大床房(内宾)(预... 大床 不含早 1间2晚,中国国航 CA1217,直飞,21:00-23:10,山东航空 SC4604,经停,20:40-00:00
378,武汉,大理,1833,512,武汉-大理3天2晚 | 入住大理故事客栈 + 东方航空往返机票,大理故事客栈 经济型 4.5分/5分,特惠大床房-预付 大床 不含早 1间2晚,东方航空 MU9736,直飞,14:35-17:20,东方航空 MU9735,直飞,11:05-13:30
379,济南,哈尔滨,1133,376,济南-哈尔滨3天2晚 | 入住哈尔滨西街国际青年旅舍 + 深圳航空/四川航空往返...,哈尔滨西街国际青年旅舍 经济型 4.4分/5分,甜蜜2人间 双床 不含早 1间2晚,深圳航空 ZH9090,直飞,21:30-23:45,四川航空 3U8844,直飞,20:15-22:35
380,杭州,成都,2060,536,杭州-成都3天2晚 | 入住成都春天美居酒店 + 成都航空/长龙航空往返机票,成都春天美居酒店 高档型 4.2分/5分,高级房(自营)[含早] 大/双床 双早 1间2晚,成都航空 EU2206,经停,20:30-01:00,长龙航空 GJ8680,经停,20:25-00:50
381,重庆,西安,933,340,重庆-西安3天2晚 | 入住7天优品酒店西安北门安远门地铁站店 + 首都航空/西...,7天优品酒店西安北门安远门地铁站店 经济型 4.3分/5分,精选特优房(内宾)(预... 大床 不含早 1间2晚,首都航空 JD5102,直飞,10:45-12:05,西部航空 PN6222,直飞,23:50-01:20
382,上海,大连,1267,340,上海-大连3天2晚 | 入住大连不夜城大酒店 + 南方航空/吉祥航空往返机票,大连不夜城大酒店 4.2分/5分,豪华双人间(预付)(双... 双床 不含早 1间2晚,南方航空 CZ3686,直飞,22:15-00:20,吉祥航空 HO1164,直飞,21:55-23:45
383,青岛,武汉,1356,348,青岛-武汉3天2晚 | 入住武汉锦汇酒店华中师范大学店 + 祥鹏航空往返机票,武汉锦汇酒店华中师范大学店 舒适型 4.2分/5分,豪华标间(内宾)(双床) 双床 不含早 1间2晚,祥鹏航空 8L9870,直飞,20:20-22:25,祥鹏航空 8L9869,直飞,17:30-19:30
384,济南,昆明,1511,398,济南-昆明3天2晚 | 入住昆明云南电网公司白云培训中心宾馆 + 昆明航空/东方...,昆明云南电网公司白云培训中心宾馆 4.1分/5分,普通标间[双早](双床) 双床 双早 1间2晚,昆明航空 KY8276,直飞,19:05-22:20,东方航空 MU5328,经停,16:20-21:25
385,哈尔滨,西宁,,612,哈尔滨-西宁3天2晚 | 入住锦江之星品尚酒店西宁火车站店 + 成都航空往返机票,锦江之星品尚酒店西宁火车站店 舒适型 4.8分/5分,商务标准房C 其他 不含早 1间2晚,成都航空 EU2282,直飞,19:20-23:05,成都航空 EU2281,直飞,15:00-18:30
386,大连,西宁,2514,536,大连-西宁3天2晚 | 入住西宁银龙酒店 + 华夏航空往返机票,西宁银龙酒店 豪华型 4.3分/5分,高级房 双床 双床 双早 1间2晚,华夏航空 G52647,经停,14:50-19:20,华夏航空 G52648,经停,20:00-00:05
387,厦门,北京,1323,352,厦门-北京3天2晚 | 入住北京创客青年公寓 + 联合航空/山东航空往返机票,北京创客青年公寓 经济型 4.6分/5分,特色大床房 大床 不含早 1间2晚,联合航空 KN5926,直飞,11:25-14:10,山东航空 SC1152,经停,19:20-23:25
388,沈阳,三亚,2660,778,沈阳-三亚3天2晚 | 入住三亚瑞美精品复式酒店 + 深圳航空往返机票,三亚瑞美精品复式酒店 舒适型 4.5分/5分,标准双人房(双床) 双床 不含早 1间2晚,深圳航空 ZH9726,经停,16:10-22:20,深圳航空 ZH9725,经停,09:55-16:00
389,重庆,厦门,1785,486,重庆-厦门3天2晚 | 入住厦门鑫誉隆大酒店高崎机场店 + 西藏航空/厦门航空往...,厦门鑫誉隆大酒店高崎机场店 舒适型 4.3分/5分,高级双床房(含双早-预... 双床 双早 1间2晚,西藏航空 TV9869,直飞,18:35-21:10,厦门航空 MF8403,经停,06:50-10:45
390,北京,张家界,2166,530,北京-张家界3天2晚 | 入住维也纳酒店湖南张家界火车北站店 + 中国国航/南方...,维也纳酒店湖南张家界火车北站店 舒适型 4.5分/5分,高级双人房(双床) 双床 双早 1间2晚,中国国航 CA1359,直飞,18:25-21:15,南方航空 CZ6599,经停,19:50-00:05
391,天津,西宁,1367,396,天津-西宁3天2晚 | 入住西宁夏日麗景酒店 + 中国国航往返机票,西宁夏日麗景酒店 舒适型 4.4分/5分,近景豪华标准房-含双早... 双床 双早 1间2晚,中国国航 CA1241,直飞,15:25-17:55,中国国航 CA8280,经停,18:15-22:05
392,杭州,北海,2957,788,杭州-北海3天2晚 | 入住北海途家斯维登度假公寓澜亭天际店 + 南方航空往返机票,北海途家斯维登度假公寓澜亭天际店 舒适型 4.7分/5分,舒适标准间(双床)(双... 双床 不含早 1间2晚,南方航空 CZ3266,经停,13:55-18:15,南方航空 CZ3265,经停,08:35-12:40
393,青岛,沈阳,1067,332,青岛-沈阳3天2晚 | 入住沈阳荣兴瑞美精品酒店 + 南方航空/瑞丽航空往返机票,沈阳荣兴瑞美精品酒店 舒适型 4.6分/5分,精选标准房(双床) 双床 单早 1间2晚,南方航空 CZ6568,直飞,20:55-22:35,瑞丽航空 DR6562,直飞,19:20-21:00
394,青岛,哈尔滨,1135,382,青岛-哈尔滨3天2晚 | 入住哈尔滨曦格酒店 + 福州/东方航空往返机票,哈尔滨曦格酒店 舒适型 4.6分/5分,温馨田园-不含早（预付） 大床 不含早 1间2晚,福州 FU6658,直飞,22:20-00:20,东方航空 MU5518,直飞,08:35-10:35
395,武汉,大连,1312,416,武汉-大连3天2晚 | 入住大连恒元大酒店 + 祥鹏航空/首都航空往返机票,大连恒元大酒店 3.2分/5分,标准间(双床) 双床 不含早 1间2晚,祥鹏航空 8L9891,直飞,13:15-15:45,首都航空 JD5356,直飞,14:40-17:05
396,深圳,厦门,1308,,深圳-厦门3天2晚 | 入住厦门8090城市酒店会展店 + 海南航空往返机票,厦门8090城市酒店会展店 舒适型 4.0分/5分,标准双床房[双早] 双床 双早 1间2晚,海南航空 HU7065,直飞,07:30-08:40,海南航空 HU7066,直飞,15:30-16:40
397,天津,西双版纳,3071,820,天津-西双版纳3天2晚 | 入住西双版纳邦海大酒店 + 东方航空往返机票,西双版纳邦海大酒店 舒适型 4.3分/5分,标准房(双床) 双床 双早 1间2晚,东方航空 MU5748,经停,14:15-20:00,东方航空 MU5747,经停,07:30-12:55
398,济南,长沙,1124,358,济南-长沙3天2晚 | 入住锦江之星酒店长沙火车站店 + 山东航空往返机票,锦江之星酒店长沙火车站店 经济型 4.3分/5分,商务房C 大床 不含早 1间2晚,山东航空 SC1185,直飞,18:40-20:50,山东航空 SC1186,直飞,10:20-12:15
399,广州,九寨沟,2249,476,广州-九寨沟3天2晚 | 入住汶川岷江假日酒店 + 南方航空/首都航空往返机票,汶川岷江假日酒店 舒适型 4.4分/5分,豪华套房[含早](大床) 大床 双早 1间2晚,南方航空 CZ3377,直飞,21:15-23:40,首都航空 JD5162,直飞,20:20-22:45
400,天津,青岛,931,320,天津-青岛3天2晚 | 入住青岛宏运东都大酒店 + 青岛航/山东航空往返机票,青岛宏运东都大酒店 4.5分/5分,特惠房(无窗)(双床) 双床 不含早 1间2晚,青岛航 QW9854,直飞,20:50-22:05,山东航空 SC4717,直飞,07:00-08:20
401,武汉,大连,1363,414,武汉-大连3天2晚 | 入住大连星海高尔夫商务酒店 + 祥鹏航空/首都航空往返机票,大连星海高尔夫商务酒店 舒适型 3.8分/5分,商务双床房-不含早 双床 不含早 1间2晚,祥鹏航空 8L9891,直飞,13:15-15:45,首都航空 JD5356,直飞,14:40-17:05
402,大连,张家界,2005,446,大连-张家界3天2晚 | 入住张家界韦斯特大酒店 + 吉祥航空往返机票,张家界韦斯特大酒店 豪华型 4.6分/5分,高级大床房(预付) 大床 双早 1间2晚,吉祥航空 HO1657,经停,10:15-14:45,吉祥航空 HO1658,经停,15:40-19:55
403,哈尔滨,北海,2294,676,哈尔滨-北海3天2晚 | 入住北海中玉酒店 + 吉祥航空/春秋航空往返机票,北海中玉酒店 3.7分/5分,豪华标间(双床) 双床 不含早 1间2晚,吉祥航空 HO1667,经停,07:25-14:15,春秋航空 9C8742,直飞,10:20-15:05
404,沈阳,厦门,1776,450,沈阳-厦门3天2晚 | 入住厦门家和春天酒店机场店 + 海南航空/深圳航空往返机票,厦门家和春天酒店机场店 舒适型 3.9分/5分,标准双床房(不含早-预... 双床 不含早 1间2晚,海南航空 HU7048,直飞,14:15-17:45,深圳航空 ZH9706,经停,09:55-15:10
405,杭州,三亚,1563,410,杭州-三亚3天2晚 | 入住三亚18度阳光度假公寓 + 南方航空/海南航空往返机票,三亚18度阳光度假公寓 经济型 4.5分/5分,高层园景大床房（限时特... 大床 不含早 1间2晚,南方航空 CZ6630,直飞,20:45-23:40,海南航空 HU7284,直飞,20:45-23:35
406,广州,三亚,2916,775,广州-三亚3天2晚 | 入住三亚太阳湾柏悦酒店 + 海南航空往返机票,三亚太阳湾柏悦酒店 豪华型 4.7分/5分,柏悦大床客房（独家首日... 大床 双早 1间2晚,海南航空 HU7322,直飞,19:35-21:05,海南航空 HU7321,直飞,22:30-00:05
407,宁波,桂林,2263,620,宁波-桂林3天2晚 | 入住桂林桃园饭店 + 桂林航空有限公司往返机票,桂林桃园饭店 舒适型 3.9分/5分,夫妻间(大床) 大床 不含早 1间2晚,桂林航空有限公司 GT1032,直飞,21:10-23:30,桂林航空有限公司 GT1031,直飞,18:10-20:15
408,西安,呼和浩特,946,328,西安-呼和浩特3天2晚 | 入住呼和浩特内蒙古饭店 + 瑞丽航空/天津航空往返机票,呼和浩特内蒙古饭店 4.6分/5分,银色毡房特惠房（无窗）... 双床 不含早 1间2晚,瑞丽航空 DR5319,直飞,09:45-11:30,天津航空 GS7656,直飞,23:05-00:50
409,武汉,承德,2183,602,武汉-承德3天2晚 | 入住丰宁宾馆 + 东方航空往返机票,丰宁宾馆 高档型 4.2分/5分,标准大床间(内宾) 大床 不含早 1间2晚,东方航空 MU2455,直飞,18:00-19:55,东方航空 MU2454,直飞,22:35-00:55
410,广州,神农架,1201,378,广州-神农架3天2晚 | 入住神农架凯旋大酒店 + 南方航空/东方航空往返机票,神农架凯旋大酒店 3.9分/5分,普通双床房 双床 不含早 1间2晚,南方航空 CZ645,直飞,21:35-23:30,东方航空 MU2548,直飞,22:45-00:35
411,广州,厦门,1323,344,广州-厦门3天2晚 | 入住7天酒店厦门厦鼓游轮码头店 + 深圳航空/南方航空往...,7天酒店厦门厦鼓游轮码头店 经济型 4.2分/5分,自主大床房 大床 不含早 1间2晚,深圳航空 ZH9979,直飞,07:10-08:35,南方航空 CZ3806,直飞,22:30-23:55
412,深圳,厦门,1315,366,深圳-厦门3天2晚 | 入住厦门青年阳光连锁酒店机场枋湖店 + 海南航空往返机票,厦门青年阳光连锁酒店机场枋湖店 舒适型 4.2分/5分,精致大床房 大床 单早 1间2晚,海南航空 HU7065,直飞,07:30-08:40,海南航空 HU7066,直飞,15:30-16:40
413,成都,西安,1616,514,成都-西安3天2晚 | 入住西安蜗牛商务酒店北郊店 + 成都航空/华夏航空往返机票,西安蜗牛商务酒店北郊店 舒适型 3.9分/5分,普通标准间(预付促销)... 双床 不含早 1间2晚,成都航空 EU2741,直飞,06:40-08:10,华夏航空 G56525,直飞,22:50-00:30
414,南京,桂林,964,330,南京-桂林3天2晚 | 入住桂林莲遇精品客栈 + 东方航空往返机票,桂林莲遇精品客栈 舒适型 4.8分/5分,双人间抢购(双床) 双床 不含早 1间2晚,东方航空 MU2737,直飞,21:00-23:05,东方航空 MU2738,直飞,23:50-01:50
415,重庆,厦门,1785,486,重庆-厦门3天2晚 | 入住厦门庐山大酒店 + 西藏航空/厦门航空往返机票,厦门庐山大酒店 4.0分/5分,雅致双床房[单早] 双床 单早 1间2晚,西藏航空 TV9869,直飞,18:35-21:10,厦门航空 MF8403,经停,06:50-10:45
416,济南,桂林,1238,348,济南-桂林3天2晚 | 入住桂林冠泰大酒店 + 桂林航空有限公司往返机票,桂林冠泰大酒店 舒适型 4.4分/5分,商务标房(预付特惠)(... 双床 不含早 1间2晚,桂林航空有限公司 GT1022,经停,12:05-16:10,桂林航空有限公司 GT1021,经停,07:25-11:15
417,上海,厦门,1330,330,上海-厦门3天2晚 | 入住厦门紫金机场宾馆 + 春秋航空往返机票,厦门紫金机场宾馆 舒适型 4.1分/5分,豪华房(大床) 大床 双早 1间2晚,春秋航空 9C8803,直飞,19:15-21:05,春秋航空 9C8804,直飞,21:55-23:50
418,西安,三亚,1693,446,西安-三亚3天2晚 | 入住三亚东港海景主题酒店 + 首都航空/四川航空往返机票,三亚东港海景主题酒店 舒适型 4.3分/5分,绿荫蜜语双床间 其他 不含早 1间2晚,首都航空 JD5513,经停,12:50-17:55,四川航空 3U8512,经停,12:35-17:05
